word,phonetic,definition_zh,definition_en,example,tags,audio_file
acid,,"n.[化]酸,<俚>迷幻药;adj.酸的,讽刺的,刻薄的",,,sholvoir;cet6;exam;core,
acknowledge,,"vt.承认,答谢,报偿",,,sholvoir;cet6;exam;core,
acquaint,,"vt.使熟知,通知",,,sholvoir;cet6;exam;core,
acquaintance,,"n.相识,熟人",,,sholvoir;cet6;exam;core,
acquire,,"vt.获得,学到",,,sholvoir;cet6;exam;core,
activate,,"vt.刺激,使活动;vi.有活力",,,sholvoir;cet6;exam;core,
acute,,"adj.敏锐的,[医]急性的,剧烈",,,sholvoir;cet6;exam;core,
adapt,,"vt.使适应,改编",,,sholvoir;cet6;exam;core,
addict,,"vt.使沉溺,使上瘾;n.入迷的人,有瘾的人",,,sholvoir;cet6;exam;core,
addition,,"n.加,加起来,增加物,增加,加法",,,sholvoir;cet6;exam;core,
additional,,"adj.另外的,附加的,额外的",,,sholvoir;cet6;exam;core,
adequate,,"adj.适当的,足够的",,,sholvoir;cet6;exam;core,
adhere,,"vi.粘附,胶着,坚持;v.坚持",,,sholvoir;cet6;exam;core,
adjacent,,"adj.邻近的,接近的",,,sholvoir;cet6;exam;core,
adjoin,,"v.邻接,毗连",,,sholvoir;cet6;exam;core,
adjust,,"vt.调整,调节,校准,使适合",,,sholvoir;cet6;exam;core,
administration,,"n.管理,经营,行政部门",,,sholvoir;cet6;exam;core,
admit,,"v.容许,承认,接纳",,,sholvoir;cet6;exam;core,
adolescent,,"adj.青春期的,青春的;n.青少年",,,sholvoir;cet6;exam;core,
adopt,,"vt.采用,收养",,,sholvoir;cet6;exam;core,
adore,,"v.崇拜,爱慕,(口语)喜爱",,,sholvoir;cet6;exam;core,
advantage,,"n.优势,有利条件,利益",,,sholvoir;cet6;exam;core,
adverse,,"adj.不利的,敌对的,相反的",,,sholvoir;cet6;exam;core,
advocate,,"n.提倡者,鼓吹者;vt.提倡,鼓吹",,,sholvoir;cet6;exam;core,
aerial,,"adj.航空的,生活在空气中的,空气的,高耸的;n.天线",,,sholvoir;cet6;exam;core,
aesthetic,,"adj.美学的,审美的,有审美感的",,,sholvoir;cet6;exam;core,
affection,,"n.友爱,爱情,影响,疾病,倾向",,,sholvoir;cet6;exam;core,
affiliate,,"v.(使...)加入,接受为会员",,,sholvoir;cet6;exam;core,
affirm,,"v.断言,确认,肯定",,,sholvoir;cet6;exam;core,
afflict,,"vt.使痛苦,折磨",,,sholvoir;cet6;exam;core,
aggregate,,"n.合计,总计,集合体;adj.合计的,集合的,聚合的;v.聚集,集合,合计",,,sholvoir;cet6;exam;core,
aggressive,,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的",,,sholvoir;cet6;exam;core,
agony,,"n.苦恼,极大的痛苦",,,sholvoir;cet6;exam;core,
agreeable,,"adj.使人愉快的,惬意的,适合的",,,sholvoir;cet6;exam;core,
aid,,"n.帮助,援助,帮助者,有帮助的事物;vt.资助,援助,帮助",,,sholvoir;cet6;exam;core,
air-conditioning,,"n.空调，空调系统,空调机",,,sholvoir;cet6;exam;core,
aisle,,"n.走廊,过道",,,sholvoir;cet6;exam;core,
alarm,,"n.警报,惊慌,警告器;vt.恐吓,警告",,,sholvoir;cet6;exam;core,
album,,"n.集邮本,照相簿,签名纪念册",,,sholvoir;cet6;exam;core,
alcohol,,"n.酒精,酒",,,sholvoir;cet6;exam;core,
alert,,"adj.提防的,警惕的;n.警惕,警报",,,sholvoir;cet6;exam;core,
alien,,"n.外侨;adj.外国的,相异的,不同,背道而驰",,,sholvoir;cet6;exam;core,
alienate,,v.疏远,,,sholvoir;cet6;exam;core,
allege,,"vt.宣称,断言",,,sholvoir;cet6;exam;core,
alleviate,,"vt.使(痛苦等)易于忍受,减轻",,,sholvoir;cet6;exam;core,
alliance,,"n.联盟,联合",,,sholvoir;cet6;exam;core,
allocate,,"vt.分派,分配",,,sholvoir;cet6;exam;core,
alloy,,"n.合金;vt.使成合金,减低成色",,,sholvoir;cet6;exam;core,
alter,,v.改变,,,sholvoir;cet6;exam;core,
alternate,,"adj.交替的,轮流的,预备的;v.交替,轮流,改变",,,sholvoir;cet6;exam;core,
alternative,,"n.二中择一,可供选择的办法,事物;adj.选择性的,二中择一的",,,sholvoir;cet6;exam;core,
ambiguous,,"adj.暧昧的,不明确的",,,sholvoir;cet6;exam;core,
ambition,,"n.野心,雄心",,,sholvoir;cet6;exam;core,
ambitious,,"adj.有雄心的,野心勃勃的",,,sholvoir;cet6;exam;core,
amend,,"v.修正,改进,改正",,,sholvoir;cet6;exam;core,
ammunition,,"n.军火,弹药",,,sholvoir;cet6;exam;core,
amplify,,"vt.放大,增强;v.扩大",,,sholvoir;cet6;exam;core,
analogy,,"n.类似,类推",,,sholvoir;cet6;exam;core,
analyse,,"n.&v.分析,分解",,,sholvoir;cet6;exam;core,
analysis,,"n.分析,分解",,,sholvoir;cet6;exam;core,
ancestor,,"n.祖先,祖宗",,,sholvoir;cet6;exam;core,
ancient,,"adj.远古的,旧的",,,sholvoir;cet6;exam;core,
annoy,,"vt.使苦恼,骚扰",,,sholvoir;cet6;exam;core,
annual,,"n.一年生植物,年刊,年鉴;adj.一年一次的,每年的,一年生的",,,sholvoir;cet6;exam;core,
anonymous,,adj.匿名的,,,sholvoir;cet6;exam;core,
anticipate,,"vt.预期,期望,过早使用,先人一着,占先;v.预订,预见,可以预料",,,sholvoir;cet6;exam;core,
anxiety,,"n.忧虑,焦急,渴望,热望",,,sholvoir;cet6;exam;core,
apartment,,"n.<美>公寓住宅,单元住宅,房间",,,sholvoir;cet6;exam;core,
apology,,"n.(为某种思想,宗教,哲学等)辩解,道歉",,,sholvoir;cet6;exam;core,
apparatus,,"n.器械,设备,仪器",,,sholvoir;cet6;exam;core,
appeal,,"n.请求,呼吁,上诉,吸引力,要求;vi.求助,诉请,要求;vt.控诉",,,sholvoir;cet6;exam;core,
appearance,,"n.出现,露面,外貌,外观",,,sholvoir;cet6;exam;core,
appease,,"vt.平息,安抚,缓和,使满足",,,sholvoir;cet6;exam;core,
appendix,,"n.附录,附属品,[解]阑尾",,,sholvoir;cet6;exam;core,
applaud,,"v.拍手喝彩,称赞,赞同",,,sholvoir;cet6;exam;core,
appliance,,"n.用具,器具",,,sholvoir;cet6;exam;core,
application,,"n.请求,申请,申请表,应用,运用,施用,敷用,应用,应用程序,应用软件",,,sholvoir;cet6;exam;core,
apply,,"vt.申请,应用;vi.申请,适用",,,sholvoir;cet6;exam;core,
appraisal,,"n.评价,估价(尤指估价财产,以便征税),鉴定",,,sholvoir;cet6;exam;core,
approach,,"n.接近,逼近,走进,方法,步骤,途径,通路;vt.接近,动手处理;vi.靠近",,,sholvoir;cet6;exam;core,
appropriate,,adj.适当的,,,sholvoir;cet6;exam;core,
approve,,"vi.赞成,满意;vt.批准,通过;v.批准",,,sholvoir;cet6;exam;core,
apt,,"adj.易于...的,有...倾向的,灵敏的,灵巧的,适当的,切题的,敏捷,倾向是",,,sholvoir;cet6;exam;core,
arbitrary,,"adj.任意的,武断的,独裁的,专断的",,,sholvoir;cet6;exam;core,
arc,,"n.弧,弓形,拱",,,sholvoir;cet6;exam;core,
arena,,"n.竞技场,舞台",,,sholvoir;cet6;exam;core,
argue,,"vi.争论,辩论;vt.说服",,,sholvoir;cet6;exam;core,
armor,,n.装甲,,,sholvoir;cet6;exam;core,
arouse,,"vt.唤醒,唤起,鼓励,引起;vi.睡醒",,,sholvoir;cet6;exam;core,
arrange,,"v.安排,排列,协商",,,sholvoir;cet6;exam;core,
arrangement,,"n.排列,安排",,,sholvoir;cet6;exam;core,
array,,"n.排列,编队,军队,衣服,大批;vt.部署,穿着,排列",,,sholvoir;cet6;exam;core,
arrest,,"vt.逮捕,拘留,吸引;n.逮捕,拘留",,,sholvoir;cet6;exam;core,
arrogant,,"adj.傲慢的,自大的",,,sholvoir;cet6;exam;core,
artery,,"n.动脉,要道",,,sholvoir;cet6;exam;core,
articulate,,"adj.有关节的,发音清晰的;vt.用关节连接,接合,清晰明白地说",,,sholvoir;cet6;exam;core,
artificial,,"adj.人造的,假的,非原产地的",,,sholvoir;cet6;exam;core,
artillery,,"n.炮的总称,炮兵的总称",,,sholvoir;cet6;exam;core,
ascend,,"v.攀登,上升",,,sholvoir;cet6;exam;core,
ascertain,,"vt.确定,探知",,,sholvoir;cet6;exam;core,
ascribe,,"vt.归因于,归咎于",,,sholvoir;cet6;exam;core,
aspect,,"n.样子,外表,面貌,(问题等的)方面",,,sholvoir;cet6;exam;core,
aspiration,,"n.热望,渴望",,,sholvoir;cet6;exam;core,
assassination,,n.暗杀,,,sholvoir;cet6;exam;core,
assault,,"n.攻击,袭击;v.袭击",,,sholvoir;cet6;exam;core,
assemble,,"vt.集合,聚集,装配;vi.集合",,,sholvoir;cet6;exam;core,
assert,,"v.断言,声称",,,sholvoir;cet6;exam;core,
assess,,"vt.估定,评定",,,sholvoir;cet6;exam;core,
asset,,"n.资产,有用的东西",,,sholvoir;cet6;exam;core,
assign,,"vt.分配,指派;v.赋值;[计]将驱动器符重定向至第二个驱动器符",,,sholvoir;cet6;exam;core,
assignment,,"n.分配,委派,任务,(课外)作业",,,sholvoir;cet6;exam;core,
assimilate,,v.吸收,,,sholvoir;cet6;exam;core,
assistance,,"n.协助,援助,补助,<英>国家补助",,,sholvoir;cet6;exam;core,
associate,,"vt.使发生联系,使联合;vi.交往,结交;n.合作人,同事;adj.副的",,,sholvoir;cet6;exam;core,
association,,"n.协会,联合,结交,联想",,,sholvoir;cet6;exam;core,
assume,,"vt.假定,设想,采取,呈现",,,sholvoir;cet6;exam;core,
assumption,,"n.假定,设想,担任,承当,假装,作态",,,sholvoir;cet6;exam;core,
assurance,,"n.确信,断言,保证,担保",,,sholvoir;cet6;exam;core,
assure,,"vt.断然地说,确告,保证,担保",,,sholvoir;cet6;exam;core,
athlete,,"n.运动员,运动选手",,,sholvoir;cet6;exam;core,
atlas,,"n.地图,地图集",,,sholvoir;cet6;exam;core,
atmosphere,,"n.大气,空气,气氛",,,sholvoir;cet6;exam;core,
attach,,"vt.缚上,系上,贴上;v.配属,隶属于",,,sholvoir;cet6;exam;core,
attack,,"n.进攻,攻击,(用语言)抨击,批评,疾病发作,侵袭;vt.攻击,抨击,动手处理(某事);vi.攻击",,,sholvoir;cet6;exam;core,
attain,,"vt.达到,获得;v.达到",,,sholvoir;cet6;exam;core,
attempt,,"n.努力,尝试,企图;vt.尝试,企图",,,sholvoir;cet6;exam;core,
attendant,,n.服务员,,,sholvoir;cet6;exam;core,
attitude,,"n.姿势,态度,看法,意见",,,sholvoir;cet6;exam;core,
attract,,"vt.吸引;vi.有吸引力,引起注意",,,sholvoir;cet6;exam;core,
attractive,,"adj.吸引人的,有魅力的",,,sholvoir;cet6;exam;core,
attribute,,"n.属性,品质,特征,加于,归结于",,,sholvoir;cet6;exam;core,
auction,,n.拍卖;vt.拍卖,,,sholvoir;cet6;exam;core,
audience,,"n.听众,观众,接见,拜见",,,sholvoir;cet6;exam;core,
authentic,,adj.可信的,,,sholvoir;cet6;exam;core,
author,,"n.作家,创造者",,,sholvoir;cet6;exam;core,
authoritative,,"adj.权威的,有权威的,命令的",,,sholvoir;cet6;exam;core,
authority,,"n.权威,威信,权威人士,权力,职权,典据,著作权威",,,sholvoir;cet6;exam;core,
authorize,,v.批准,,,sholvoir;cet6;exam;core,
autonomous,,adj.自治的,,,sholvoir;cet6;exam;core,
autonomy,,n.自治,,,sholvoir;cet6;exam;core,
avail,,"vi.有益于,有帮助,有用,有利;vt.有利于;n.效用,利益",,,sholvoir;cet6;exam;core,
available,,"adj.可用到的,可利用的,有用的,有空的,接受探访的",,,sholvoir;cet6;exam;core,
avert,,v.转移,,,sholvoir;cet6;exam;core,
aviation,,"n.飞行,航空,航空学,航空术",,,sholvoir;cet6;exam;core,
avoid,,"vt.避免,消除",,,sholvoir;cet6;exam;core,
award,,"n.奖,奖品;vt.授予,判给",,,sholvoir;cet6;exam;core,
aware,,"adj.知道的,明白的,意识到的",,,sholvoir;cet6;exam;core,
awkward,,"adj.难使用的,笨拙的",,,sholvoir;cet6;exam;core,
axis,,n.轴,,,sholvoir;cet6;exam;core,
background,,"n.背景,后台,不重要或不引人注目的地方或位置",,,sholvoir;cet6;exam;core,
bacteria,,n.细菌,,,sholvoir;cet6;exam;core,
ballet,,"n.芭蕾舞,芭蕾舞剧,芭蕾舞乐曲",,,sholvoir;cet6;exam;core,
bamboo,,n.竹子,,,sholvoir;cet6;exam;core,
band,,"n.带子,镶边,波段,队,乐队;v.联合,结合",,,sholvoir;cet6;exam;core,
bandage,,n.绷带,,,sholvoir;cet6;exam;core,
bang,,"n.重击,突然巨响;v.发巨响,重击",,,sholvoir;cet6;exam;core,
banquet,,n.宴会,,,sholvoir;cet6;exam;core,
barely,,"adv.仅仅,刚刚,几乎不能",,,sholvoir;cet6;exam;core,
bargain,,"n.契约,合同,成交商品,便宜货;v.议价",,,sholvoir;cet6;exam;core,
barren,,"adj.不生育的,不孕的,贫瘠的,没有结果的,无益的,单调的,无聊的,空洞的;n.荒地",,,sholvoir;cet6;exam;core,
barricade,,v.设路障;n.路障,,,sholvoir;cet6;exam;core,
barrier,,"n.(阻碍通道的)障碍物,栅栏,屏障",,,sholvoir;cet6;exam;core,
basis,,"n.基础,基本,根据,主要成分(或要素),(认识论中的)基本原则或原理",,,sholvoir;cet6;exam;core,
batch,,"n.(面包等)一炉,一批",,,sholvoir;cet6;exam;core,
batter,,"n.击球手;v.打坏,猛击",,,sholvoir;cet6;exam;core,
beam,,"n.梁,桁条,(光线的)束,柱,电波,横梁;v.播送",,,sholvoir;cet6;exam;core,
beforehand,,adv.预先,,,sholvoir;cet6;exam;core,
behave,,"vi.举动,举止,运转;v.行为表现",,,sholvoir;cet6;exam;core,
behavior,,"n.举止,行为",,,sholvoir;cet6;exam;core,
belly,,"n.腹部,胃;vi.涨满",,,sholvoir;cet6;exam;core,
beneficial,,"adj.有益的,受益的,[法律]有使用权的;adj.有益的,得利的,[律]有使用权的",,,sholvoir;cet6;exam;core,
benefit,,"n.利益,好处;vt.有益于,有助于;vi.受益",,,sholvoir;cet6;exam;core,
betray,,"vt.出卖,背叛,泄露(秘密),露出...迹象",,,sholvoir;cet6;exam;core,
bewilder,,"vt.使迷惑,使不知所措,使昏乱",,,sholvoir;cet6;exam;core,
beyond,,"prep.在(到)...较远的一边,超过,那一边;adv.在远处;n.远处",,,sholvoir;cet6;exam;core,
bibliography,,"n.(有关一个题目或一个人的)书目,参考书目",,,sholvoir;cet6;exam;core,
biography,,n.传记,,,sholvoir;cet6;exam;core,
bizarre,,"adj.奇异的(指态度,容貌,款式等)",,,sholvoir;cet6;exam;core,
blank,,"adj.空白的,空着的,失色的,没有表情的;n.空白,<美>表格",,,sholvoir;cet6;exam;core,
blaze,,"n.火焰,光辉,情感爆发;vi.燃烧,照耀,激发;vt.在树皮上刻路标,公开宣布",,,sholvoir;cet6;exam;core,
bleed,,"v.使出血,放血",,,sholvoir;cet6;exam;core,
blink,,"v.眨眼,闪亮,无视",,,sholvoir;cet6;exam;core,
blossom,,"n.花(尤指结果实者),花开的状态,兴旺期;vi.开花,兴旺,发展",,,sholvoir;cet6;exam;core,
blunder,,"v.跌跌撞撞地走,犯大错,做错;n.大错,失误",,,sholvoir;cet6;exam;core,
blunt,,"adj.钝的,生硬的",,,sholvoir;cet6;exam;core,
blur,,"v.涂污,污损(名誉等),把(界线,视线等)弄得模糊不清,弄污;n.污点",,,sholvoir;cet6;exam;core,
blush,,"v.脸红,羞愧,呈现红色,使成红色;n.脸红,红色,红光",,,sholvoir;cet6;exam;core,
bonus,,"n.奖金,红利",,,sholvoir;cet6;exam;core,
booklet,,n.小册子,,,sholvoir;cet6;exam;core,
boom,,"n.繁荣,隆隆声;v.发隆隆声,兴隆,大事宣传",,,sholvoir;cet6;exam;core,
booth,,"n.货摊,售货亭,棚",,,sholvoir;cet6;exam;core,
border,,"n.边界,国界,边,边沿,边境;vt.与...接壤,接近;v.接壤",,,sholvoir;cet6;exam;core,
boring,,n.钻(孔);adj.令人厌烦的,,,sholvoir;cet6;exam;core,
bounce,,"v.(使)反跳,弹起,(指支票)被银行退票,弹跳;n.(球)跳起,弹回",,,sholvoir;cet6;exam;core,
bound,,"n.跃进,跳,范围,限度;adj.正要启程的,开往...去的,被束缚的,装订的;v.跳跃,限制",,,sholvoir;cet6;exam;core,
bowel,,"n.肠;adj.内部,同情心",,,sholvoir;cet6;exam;core,
boycott,,"n.&vt.联合抵制,联合排斥某国货物或与某国绝交",,,sholvoir;cet6;exam;core,
brace,,"n.支柱,带子,振作精神;vt.支住,撑牢,振作起来,奋起;adj.曲柄的;v.支持",,,sholvoir;cet6;exam;core,
bracket,,"n.墙上凸出的托架,括弧,支架;v.括在一起",,,sholvoir;cet6;exam;core,
brand,,"n.商标,牌子,烙印;vt.打火印,污辱",,,sholvoir;cet6;exam;core,
breach,,"n.违背,破坏,破裂,裂口;vt.打破,突破",,,sholvoir;cet6;exam;core,
breakdown,,"n.崩溃,衰弱,细目分类",,,sholvoir;cet6;exam;core,
breakthrough,,n.突破,,,sholvoir;cet6;exam;core,
breed,,"v.(使)繁殖,教养,抚养;n.品种,种类",,,sholvoir;cet6;exam;core,
brew,,"v.酿造,酝酿",,,sholvoir;cet6;exam;core,
bribe,,"n.贿赂;vt.贿赂,向...行贿",,,sholvoir;cet6;exam;core,
brief,,"n.摘要,大纲;adj.简短的,短暂的;vt.摘要,(军事)下达简令",,,sholvoir;cet6;exam;core,
brilliant,,"adj.灿烂的,闪耀的,有才气的",,,sholvoir;cet6;exam;core,
brink,,n.(峭岸、崖的)边缘,,,sholvoir;cet6;exam;core,
brisk,,"adj.敏锐的,凛冽的,轻快的,活泼的;vt.使活泼;vi.活跃起来",,,sholvoir;cet6;exam;core,
bronze,,"n.青铜(铜与锡合金),铜像;adj.青铜色的",,,sholvoir;cet6;exam;core,
brood,,"n.(动物中鸟或家禽的)一窝,(同种或同类的)一伙;vt.孵,沉思",,,sholvoir;cet6;exam;core,
bruise,,"n.瘀伤,擦伤;v.打伤,撞伤",,,sholvoir;cet6;exam;core,
brutal,,"adj.残忍的,兽性的",,,sholvoir;cet6;exam;core,
buck,,"n.<美口>元,雄鹿,公羊,公兔;v.(马等)突然一跃(将骑手摔下)",,,sholvoir;cet6;exam;core,
bud,,"n.芽,蓓蕾;vi.发芽,萌芽",,,sholvoir;cet6;exam;core,
budget,,"n.预算;vi.做预算,编入预算",,,sholvoir;cet6;exam;core,
bug,,"n.小虫,臭虫;v.装置窃听器,打扰",,,sholvoir;cet6;exam;core,
bulk,,"n.大小,体积,大批,大多数,散装;vt.显得大,显得重要",,,sholvoir;cet6;exam;core,
bull,,"n.[动]公牛,粗壮如牛的人",,,sholvoir;cet6;exam;core,
bulletin,,"n.公告,报告",,,sholvoir;cet6;exam;core,
bully,,"n.欺凌弱小者;vt.威吓,威逼",,,sholvoir;cet6;exam;core,
bump,,"n.撞击,肿块;v.碰(伤),撞(破),颠簸",,,sholvoir;cet6;exam;core,
burden,,"n.担子,负担;v.负担",,,sholvoir;cet6;exam;core,
bureaucracy,,"n.官僚,官僚作风,官僚机构",,,sholvoir;cet6;exam;core,
burial,,n.埋葬,,,sholvoir;cet6;exam;core,
bust,,"n.半身像,胸像,(妇女的)胸部",,,sholvoir;cet6;exam;core,
buzz,,"n.嗡嗡声;v.作嗡嗡声,嗡嗡作响,逼近",,,sholvoir;cet6;exam;core,
bypass,,"n.旁路;vt.设旁路,迂回",,,sholvoir;cet6;exam;core,
cabin,,"n.小屋,船舱",,,sholvoir;cet6;exam;core,
cabinet,,"n.(有抽屉或格子的)橱柜,<美>内阁;adj.<美>内阁的,小巧的",,,sholvoir;cet6;exam;core,
cable,,"n.电缆,海底电报,缆,索;v.打(海底)电报",,,sholvoir;cet6;exam;core,
cafeteria,,n.自助餐厅,,,sholvoir;cet6;exam;core,
calcium,,n.[化]钙(元素符号Ca),,,sholvoir;cet6;exam;core,
calorie,,n.卡路里,,,sholvoir;cet6;exam;core,
cancel,,"vt.取消,删去",,,sholvoir;cet6;exam;core,
cancer,,"n.癌,毒瘤",,,sholvoir;cet6;exam;core,
candidate,,"n.候选人,投考者",,,sholvoir;cet6;exam;core,
cane,,"n.细长的茎,藤条;vt.以杖击,以藤编制",,,sholvoir;cet6;exam;core,
cannon,,"n.大炮,加农炮;v.炮轰",,,sholvoir;cet6;exam;core,
canon,,"n.教会法教规,教规,(基督教的)正典圣经(简称正经),一个作家的真作;日本佳能公司",,,sholvoir;cet6;exam;core,
canvas,,v.彻底讨论探究;n.帆布,,,sholvoir;cet6;exam;core,
capable,,"adj.有能力的,能干的,有可能的,可以...的",,,sholvoir;cet6;exam;core,
capacity,,"n.容量,生产量,容量,智能,才能,能力,接受力,地位",,,sholvoir;cet6;exam;core,
cape,,"n.海角,岬",,,sholvoir;cet6;exam;core,
capsule,,"n.(植物)蒴果,胶囊,瓶帽,太空舱",,,sholvoir;cet6;exam;core,
caption,,"n.标题，说明,字幕;vt.加上标题,加上说明",,,sholvoir;cet6;exam;core,
captive,,"n.俘虏,被美色或爱情迷住的人;adj.被俘的,被迷住的",,,sholvoir;cet6;exam;core,
cardinal,,"n.枢机主教,红衣主教;adj.主要的,最重要的",,,sholvoir;cet6;exam;core,
carve,,"v.雕刻,切开",,,sholvoir;cet6;exam;core,
cast,,"n.投掷,铸件,脱落物,一瞥,演员表;v.投,抛,投射,浇铸,计算,派(角色)",,,sholvoir;cet6;exam;core,
casual,,"adj.偶然的,不经意的,临时的",,,sholvoir;cet6;exam;core,
casualty,,n.伤亡,,,sholvoir;cet6;exam;core,
catastrophe,,"n.大灾难,大祸",,,sholvoir;cet6;exam;core,
cater,,"vi.备办食物,满足(需要),投合",,,sholvoir;cet6;exam;core,
cathedral,,n.大教堂,,,sholvoir;cet6;exam;core,
catholic,,n.天主教徒;adj.天主教的,,,sholvoir;cet6;exam;core,
caution,,"n.小心,谨慎,警告;vt.警告",,,sholvoir;cet6;exam;core,
cautious,,"adj.谨慎的,小心的",,,sholvoir;cet6;exam;core,
cavity,,"n.洞,空穴,[解剖]腔",,,sholvoir;cet6;exam;core,
cellar,,"n.地窖,地下室,酒窖,藏酒量",,,sholvoir;cet6;exam;core,
cemetery,,"n.墓地,公墓",,,sholvoir;cet6;exam;core,
census,,n.人口普查,,,sholvoir;cet6;exam;core,
ceramic,,adj.陶器的;n.陶瓷制品,,,sholvoir;cet6;exam;core,
cereal,,"n.谷类食品,谷类",,,sholvoir;cet6;exam;core,
certainty,,"n.确定,确实的事情",,,sholvoir;cet6;exam;core,
certify,,"v.证明,保证",,,sholvoir;cet6;exam;core,
challenge,,n.挑战;vt.向...挑战,,,sholvoir;cet6;exam;core,
champagne,,"n.香槟酒,香槟色",,,sholvoir;cet6;exam;core,
champion,,"n.冠军,拥护者,战士;vt.拥护,支持",,,sholvoir;cet6;exam;core,
chant,,n.圣歌,,,sholvoir;cet6;exam;core,
chapel,,"n.小礼拜堂,礼拜",,,sholvoir;cet6;exam;core,
character,,"n.(事物的)特性,性质,特征(的总和),(人的)品质,字符,性格,特征,人物;vt.写,刻,印,使具有特征",,,sholvoir;cet6;exam;core,
characteristic,,"adj.特有的,表示特性的,典型的;n.特性,特征",,,sholvoir;cet6;exam;core,
characterize,,"vt.表现...的特色,刻画的...性格",,,sholvoir;cet6;exam;core,
charge,,"n.负荷,电荷,费用,主管,掌管,充电,充气,装料;v.装满,控诉,责令,告诫,指示,加罪于,冲锋,收费",,,sholvoir;cet6;exam;core,
chase,,"n.追赶,追击;vt.追赶,追逐,雕镂",,,sholvoir;cet6;exam;core,
cherish,,"vt.珍爱,怀抱(希望等)",,,sholvoir;cet6;exam;core,
chief,,"n.首领,领袖,酋长,长官,主要部分,最有价值的部分;adj.主要的,首要的,首席的,主任的",,,sholvoir;cet6;exam;core,
chip,,"n.碎片,筹码;v.削成碎片,碎裂;芯片",,,sholvoir;cet6;exam;core,
cholesterol,,n.胆固醇,,,sholvoir;cet6;exam;core,
chord,,"n.弦,和音,情绪;n.[解]腱",,,sholvoir;cet6;exam;core,
chorus,,"n.合唱,合唱队,齐声",,,sholvoir;cet6;exam;core,
chronic,,"adj.慢性的,延续很长的",,,sholvoir;cet6;exam;core,
chunk,,"n.大块,矮胖的人或物",,,sholvoir;cet6;exam;core,
circulation,,"n.循环,流通,发行额",,,sholvoir;cet6;exam;core,
circumstance,,"n.环境,详情,境况",,,sholvoir;cet6;exam;core,
circus,,"n.马戏团,杂技团,马戏场,杂技场",,,sholvoir;cet6;exam;core,
cite,,"vt.引用,引证,提名表扬",,,sholvoir;cet6;exam;core,
claim,,"n.(根据权利提出)要求,要求权,主张,要求而得到的东西;vt.(根据权利)要求,认领,声称,主张,需要",,,sholvoir;cet6;exam;core,
clamp,,"n.夹子,夹具,夹钳;vt.夹住,夹紧",,,sholvoir;cet6;exam;core,
clan,,"n.部落,氏族,宗族,党派",,,sholvoir;cet6;exam;core,
clarity,,"n.清楚,透明",,,sholvoir;cet6;exam;core,
